codigo,descripcion,NOVA,env_group,mapping_rule,in_coeff_table
D066,Bombón helado,4,Dairy products,prefix_D_dairy_dessert,TRUE
D064,Helado de agua (heladería),4,Dairy products,prefix_D_dairy_dessert,TRUE
D019,Helado de agua (palito),4,Dairy products,prefix_D_dairy_dessert,TRUE
D020,Helado de crema (heladería),4,Dairy products,prefix_D_dairy_dessert,TRUE
D065,Helado de crema envasado,4,Dairy products,prefix_D_dairy_dessert,TRUE
D067,"Helado envasado con cucurucho, PROMEDIO",4,Dairy products,prefix_D_dairy_dessert,TRUE
D068,Polvo para preparar helado*,4,Dairy products,prefix_D_dairy_dessert,TRUE
D111,Torta helada envasada (crema helada varios sabores con base de galleta),4,Dairy products,prefix_D_dairy_dessert,TRUE
D100,Almíbar,3,NA,prefix_D_other_unmapped,FALSE
D026,Arrope,2,NA,prefix_D_other_unmapped,FALSE
D114,Crema de avellanas con cacao tipo Nutella,4,Dairy products,prefix_D_dairy_dessert,TRUE
D005,Dulce de batata,3,NA,prefix_D_other_unmapped,FALSE
D081,Dulce de batata light,4,NA,prefix_D_other_unmapped,FALSE
D073,Dulce de cayote,4,NA,prefix_D_other_unmapped,FALSE
D008,Dulce de leche,4,NA,prefix_D_other_unmapped,FALSE
D077,Dulce de leche light,4,NA,prefix_D_other_unmapped,FALSE
D120,Dulce de mamón,4,NA,prefix_D_other_unmapped,FALSE
D006,Dulce de membrillo,3,Fruits,prefix_D_fruit_preserve,TRUE
D082,Dulce de membrillo light,4,Fruits,prefix_D_fruit_preserve,TRUE
D128,Dulce de zapallo (compacto),4,NA,prefix_D_other_unmapped,FALSE
D130,Fondant,4,NA,prefix_D_other_unmapped,FALSE
D098,Grana para decorar tortas,4,Baked products,prefix_D_baked_sweet,TRUE
D007,Jalea tipo membrillo,4,Fruits,prefix_D_fruit_preserve,TRUE
D027,Kero o melaza,2,NA,prefix_D_other_unmapped,FALSE
D010,Mermelada de frutas,4,Fruits,prefix_D_fruit_preserve,TRUE
D025,Mermelada de frutas light,4,Fruits,prefix_D_fruit_preserve,TRUE
D011,Miel,2,NA,prefix_D_sugar_unmapped,FALSE
D134,Miel de caña,2,NA,prefix_D_sugar_unmapped,FALSE
D099,"Pulpa de frutas para repostería, coberturas y rellenos (frutilla, arándano o maracuyá)",4,NA,prefix_D_other_unmapped,FALSE
D105,Rapadura,2,NA,prefix_D_other_unmapped,FALSE
D109,"Relleno y cobertura para repostería lista para batir, varios sabores",4,NA,prefix_D_other_unmapped,FALSE
D124,"Saborizadores Tecknofood, sabores varios (malta, vainilla)",4,NA,prefix_D_other_unmapped,FALSE
D097,Salsa topping de chocolate,4,Nuts and seeds,prefix_D_cocoa_to_nuts,TRUE
D096,Salsa topping de dulce de leche,4,NA,prefix_D_other_unmapped,FALSE
G017,Chicharrón,2,Pork,prefix_G_chicharron_pork,TRUE
G013,Crema de leche,2,Dairy products,prefix_G_cream_dairy,TRUE
G018,"Crema chantilly (lista para consumir, aerosol o industrial preparada)",4,Dairy products,prefix_G_cream_dairy,TRUE
G016,Crema light,4,Dairy products,prefix_G_cream_dairy,TRUE
G008,Grasa de cerdo,2,Pork,prefix_G_lard,TRUE
G019,Grasa de pollo,2,Poultry,prefix_G_chicken_fat,TRUE
G009,Grasa vacuna,2,Beef,prefix_G_beef_fat,TRUE
G010,Manteca,2,Dairy products,prefix_G_butter_dairy,TRUE
G015,Manteca light,4,Dairy products,prefix_G_butter_dairy,TRUE
G011,Margarina (en pote y en pan),4,Oil crops,prefix_G_default_oil,TRUE
G012,Margarina untable light,4,Oil crops,prefix_G_default_oil,TRUE
O013,Palitos aireados de harina de maíz o de colores,4,Baked products,prefix_O_snack_baked_proxy,TRUE
O014,Palitos salados,4,Baked products,prefix_O_snack_baked_proxy,TRUE
O015,Papas fritas de copetín,4,Baked products,prefix_O_snack_baked_proxy,TRUE
O043,Maní japonés,4,Nuts and seeds,prefix_O_peanut,TRUE
O028,Nachos,4,Baked products,prefix_O_snack_baked_proxy,TRUE
O041,Snacks saborizados salados a base de maíz,4,Baked products,prefix_O_snack_baked_proxy,TRUE
O044,"Snacks saborizados salados a base de sémola de arroz, horneados, tipo Palitos de",4,Baked products,prefix_O_snack_baked_proxy,TRUE
O022,Aceto balsámico,4,NA,prefix_O_other_unmapped,FALSE
O048,Aderezo Salsa Alioli,4,Oil crops,prefix_O_dressing_oil_proxy,TRUE
O021,Aderezo Caesar o Ranch,4,Oil crops,prefix_O_dressing_oil_proxy,TRUE
O045,Aderezo para ensaladas light,4,Oil crops,prefix_O_dressing_oil_proxy,TRUE
O037,Aderezo Salsa Cheddar,4,Oil crops,prefix_O_dressing_oil_proxy,TRUE
B069,"Jugo de limón, envasado",4,Fruits,prefix_B_juice_to_fruits,TRUE
O005,Ketchup,4,Vegetables (outdoor),prefix_O_tomato_sauce,TRUE
O001,Mayonesa,4,Oil crops,prefix_O_dressing_oil_proxy,TRUE
O002,Mayonesa light,4,Oil crops,prefix_O_dressing_oil_proxy,TRUE
O003,Mayonesa de soja,4,Oil crops,prefix_O_dressing_oil_proxy,TRUE
O006,Mostaza,4,Oil crops,prefix_O_dressing_oil_proxy,TRUE
O035,"Salsa a base de tomate en tetra brick o sachet, lista para consumir (ej: pomarola,",2,Vegetables (outdoor),prefix_O_tomato_sauce,TRUE
O047,Salsa agridulce,2,NA,prefix_O_other_unmapped,FALSE
O020,Salsa barbacoa,2,NA,prefix_O_other_unmapped,FALSE
O049,Salsa blanca en polvo envasada*,4,NA,prefix_O_other_unmapped,FALSE
O051,Salsa chimichurri envasada,2,NA,prefix_O_other_unmapped,FALSE
O046,"Salsa deshidratada varios sabores, polvo*",4,NA,prefix_O_other_unmapped,FALSE
O034,Salsa de soja,2,NA,prefix_O_other_unmapped,FALSE
O004,Salsa Golf,2,NA,prefix_O_other_unmapped,FALSE
O040,"Salsa para guiso campero envasada, fortificada*",4,NA,prefix_O_other_unmapped,FALSE
O023,Vinagre,2,NA,prefix_O_other_unmapped,FALSE
O007,Caldos en cubo*,4,NA,prefix_O_other_unmapped,FALSE
O039,Caldos en polvo*,4,NA,prefix_O_other_unmapped,FALSE
O008,Caldos en polvo light*,4,NA,prefix_O_other_unmapped,FALSE
O009,Caldos en polvo sin sal light*,4,NA,prefix_O_other_unmapped,FALSE
O010,Sopa crema instantánea preparada,4,NA,prefix_O_other_unmapped,FALSE
O011,Sopa crema preparada a partir de polvo premezcla light,4,NA,prefix_O_other_unmapped,FALSE
O012,Sopa crema preparada a partir de polvo premezcla sin sal light,4,NA,prefix_O_other_unmapped,FALSE
O024,Saborizador en cubos,4,NA,prefix_O_other_unmapped,FALSE
O038,Saborizador en polvo,4,NA,prefix_O_other_unmapped,FALSE
O025,Sopa de fideos deshidratada envasada para preparar*,4,NA,prefix_O_other_unmapped,FALSE
O029,"Sopa crema instantánea, polvo para preparar (sabores varios)*",4,NA,prefix_O_other_unmapped,FALSE
O030,"Sopa crema instantánea, polvo para preparar light (sabores varios)*",4,NA,prefix_O_other_unmapped,FALSE
O036,"Sopa de vegetales instantánea, polvo para preparar*",4,NA,prefix_O_other_unmapped,FALSE
D103,Arroz con leche envasado listo para consumir,4,NA,prefix_D_other_unmapped,FALSE
D121,"Arroz con leche envasado sabor caramelo, fortificado",4,NA,prefix_D_sugar_unmapped,FALSE
D069,Gelatina envasada lista para consumir,4,NA,prefix_D_other_unmapped,FALSE
D022,"Gelatina light, preparada a partir de polvo",4,NA,prefix_D_other_unmapped,FALSE
D021,Gelatina preparada a partir de polvo,4,NA,prefix_D_other_unmapped,FALSE
D009,Polvo para preparar flan*,4,Dairy products,prefix_D_dairy_dessert,TRUE
D075,Polvo para preparar postre lácteo*,4,Dairy products,prefix_D_dairy_dessert,TRUE
D076,Polvo para preparar postre lácteo light*,4,Dairy products,prefix_D_dairy_dessert,TRUE
D112,Polvo para preparar mousse de limón / chocolate*,4,Nuts and seeds,prefix_D_cocoa_to_nuts,TRUE
O042,Bicarbonato de sodio,2,NA,prefix_O_other_unmapped,FALSE
O026,Sal,2,NA,prefix_O_salt_unmapped,FALSE
O050,Sal Marina,2,NA,prefix_O_salt_unmapped,FALSE
O033,"Sal dietética o modificada, PROMEDIO",4,NA,prefix_O_salt_unmapped,FALSE
O027,"Sal dietética, sin sodio",4,NA,prefix_O_salt_unmapped,FALSE
O031,Cloruro de sodio,2,NA,prefix_O_other_unmapped,FALSE
O032,Cloruro de sodio,2,NA,prefix_O_other_unmapped,FALSE
B055,Achilate / achilata,4,NA,prefix_B_other_unmapped,FALSE
B044,"Agua saborizada Aquarius, varios sabores",4,NA,prefix_B_water_unmapped,FALSE
B046,"Agua saborizada Awafrut, varios sabores",4,NA,prefix_B_water_unmapped,FALSE
B030,"Agua saborizada con azúcar, PROMEDIO",4,NA,prefix_B_water_unmapped,FALSE
B045,"Agua saborizada Levité, varios sabores",4,NA,prefix_B_water_unmapped,FALSE
B047,"Agua saborizada tipo Sierra de los Padres, Manaos, otros",4,NA,prefix_B_water_unmapped,FALSE
B001,Amargo serrano*,4,NA,prefix_B_other_unmapped,FALSE
B003,"Bebida a base de soja y jugo, varios sabores",4,Fruits,prefix_B_juice_to_fruits,TRUE
B004,"Bebida a base de soja y jugo, varios sabores light",4,Fruits,prefix_B_juice_to_fruits,TRUE
B020,Bebida a base de soja sabor natural,4,Legumes and pulses,prefix_B_soy_to_legumes,TRUE
B008,"Gaseosa con azúcar, PROMEDIO",4,NA,prefix_B_other_unmapped,FALSE
B021,"Gaseosa con azúcar, sabor cola",4,NA,prefix_B_other_unmapped,FALSE
B022,"Gaseosa con azúcar, sabor lima limón",4,Fruits,prefix_B_juice_to_fruits,TRUE
B023,"Gaseosa con azúcar, sabor naranja",4,Fruits,prefix_B_juice_to_fruits,TRUE
B024,"Gaseosa con azúcar, sabor pomelo",4,Fruits,prefix_B_juice_to_fruits,TRUE
B025,"Gaseosa con azúcar, agua tónica",4,NA,prefix_B_water_unmapped,FALSE
B037,"Gatorade, varios sabores",4,NA,prefix_B_other_unmapped,FALSE
B054,Jugo congelado con azúcar en sachet,2,Fruits,prefix_B_juice_to_fruits,TRUE
B010,Jugo de fruta envasado varios sabores,4,Fruits,prefix_B_juice_to_fruits,TRUE
B011,"Jugo en polvo con azúcar, PROMEDIO*",4,Fruits,prefix_B_juice_to_fruits,TRUE
B053,Jugo en polvo con azúcar*,4,Fruits,prefix_B_juice_to_fruits,TRUE
B014,Jugo concentrado con azúcar para diluir*,4,Fruits,prefix_B_juice_to_fruits,TRUE
B038,"Powerade, varios sabores",4,NA,prefix_B_other_unmapped,FALSE
B049,"Agua saborizada H2O, varios sabores",4,NA,prefix_B_water_unmapped,FALSE
B051,Agua saborizada Flip light,4,NA,prefix_B_water_unmapped,FALSE
B048,"Agua saborizada Levité Cero, varios sabores light",4,NA,prefix_B_water_unmapped,FALSE
B031,"Agua saborizada light, PROMEDIO",4,NA,prefix_B_water_unmapped,FALSE
B050,Agua saborizada We o Ser ligth,4,NA,prefix_B_water_unmapped,FALSE
B002,Amargo serrano light*,4,NA,prefix_B_other_unmapped,FALSE
B009,"Gaseosa light, PROMEDIO",4,NA,prefix_B_other_unmapped,FALSE
B112,"Gaseosa light, Guaraná",4,NA,prefix_B_other_unmapped,FALSE
B026,"Gaseosa light, sabor cola",4,NA,prefix_B_other_unmapped,FALSE
B027,"Gaseosa light, sabor lima limón",4,Fruits,prefix_B_juice_to_fruits,TRUE
B028,"Gaseosa light, sabor naranja",4,Fruits,prefix_B_juice_to_fruits,TRUE
B029,"Gaseosa light, sabor pomelo",4,Fruits,prefix_B_juice_to_fruits,TRUE
B039,"Gatorade Zero, varios sabores (sin azúcar)",4,NA,prefix_B_other_unmapped,FALSE
B131,Granadina Zero (sin azúcar),4,NA,prefix_B_other_unmapped,FALSE
B052,Jugo en polvo BC*,4,Fruits,prefix_B_juice_to_fruits,TRUE
B012,Jugo en polvo light*,4,Fruits,prefix_B_juice_to_fruits,TRUE
B121,de jugo y pulpa),4,Fruits,prefix_B_juice_to_fruits,TRUE
B118,Jugo concentrado para diluir light*,4,Fruits,prefix_B_juice_to_fruits,TRUE
B040,"Powerade Zero, varios sabores (sin azúcar)",4,NA,prefix_B_other_unmapped,FALSE
B129,Ananá Fizz,4,NA,prefix_B_other_unmapped,FALSE
B119,"Aperitivo, tipo Gancia",3,NA,prefix_B_other_unmapped,FALSE
B005,"Bebidas destiladas, PROMEDIO",4,NA,prefix_B_other_unmapped,FALSE
B041,Bebida energizante,4,NA,prefix_B_other_unmapped,FALSE
B113,"Bebida mezcla de fernet con gaseosa sabor cola, lista para consumir",4,NA,prefix_B_other_unmapped,FALSE
B006,Cerveza con alcohol,3,NA,prefix_B_other_unmapped,FALSE
B007,Cerveza sin alcohol,3,NA,prefix_B_other_unmapped,FALSE
B042,Champagne,3,NA,prefix_B_other_unmapped,FALSE
B128,"Chicha, bebida tradicional obtenida por fermentación del maíz",4,NA,prefix_B_other_unmapped,FALSE
B115,Dr. Lemon,4,NA,prefix_B_other_unmapped,FALSE
B043,Fernet,3,NA,prefix_B_other_unmapped,FALSE
B013,"Licor, PROMEDIO",3,NA,prefix_B_other_unmapped,FALSE
B015,Sidra,3,NA,prefix_B_other_unmapped,FALSE
B016,Vermouth,4,NA,prefix_B_other_unmapped,FALSE
B017,Vino blanco,3,Fruits,prefix_B_wine_to_fruits,TRUE
B120,"Vino espumante, tipo Frizze",3,Fruits,prefix_B_wine_to_fruits,TRUE
B122,Vino Mistela,3,Fruits,prefix_B_wine_to_fruits,TRUE
B123,Vino rosado,3,Fruits,prefix_B_wine_to_fruits,TRUE
B072,Vino tinto,3,Fruits,prefix_B_wine_to_fruits,TRUE
B125,Vodka,3,NA,prefix_B_other_unmapped,FALSE
B111,Agua con gas / soda,1,NA,prefix_B_water_unmapped,FALSE
B126,Agua de mar,1,NA,prefix_B_water_unmapped,FALSE
B109,"Agua de lluvia, río, canal, arroyo o acequia",1,NA,prefix_B_water_unmapped,FALSE
B110,"Agua de lluvia, río, canal, arroyo o acequia, hervida y/o con lavandina",1,NA,prefix_B_water_unmapped,FALSE
B105,Agua de perforación con bomba,1,NA,prefix_B_water_unmapped,FALSE
B106,"Agua de perforación con bomba, hervida y/o con lavandina",1,NA,prefix_B_water_unmapped,FALSE
B107,Agua de pozo,1,NA,prefix_B_water_unmapped,FALSE
B108,"Agua de pozo, hervida y/o con lavandina",1,NA,prefix_B_water_unmapped,FALSE
B101,"Agua de red pública o agua corriente, dentro del hogar",1,NA,prefix_B_water_unmapped,FALSE
B102,"Agua de red pública o agua corriente, filtrada (filtro o dispenser de agua)",1,NA,prefix_B_water_unmapped,FALSE
B103,Agua embotellada (bidón / botella),1,NA,prefix_B_water_unmapped,FALSE
B104,"Agua embotellada (bidón / botella), bajo contenido de sodio",1,NA,prefix_B_water_unmapped,FALSE
B100,Agua origen desconocido,1,NA,prefix_B_water_unmapped,FALSE
B114,Hielo para bebidas,4,NA,prefix_B_other_unmapped,FALSE
B078,Jugo de arándanos y chía,4,Fruits,prefix_B_juice_to_fruits,TRUE
B124,"Jugo de arándanos, natural",1,Fruits,prefix_B_juice_to_fruits,TRUE
B032,"Jugo de fruta, exprimido sin azúcar agregada, envasado",2,Fruits,prefix_B_juice_to_fruits,TRUE
B033,"Jugo de fruta, pasteurizado no reconstituido",4,Fruits,prefix_B_juice_to_fruits,TRUE
B034,"Jugo de limón, exprimido",4,Fruits,prefix_B_juice_to_fruits,TRUE
B035,"Jugo de naranja, exprimido",4,Fruits,prefix_B_juice_to_fruits,TRUE
B116,"Jugo de papaya, natural",1,Fruits,prefix_B_juice_to_fruits,TRUE
B036,"Jugo de pomelo, exprimido",4,Fruits,prefix_B_juice_to_fruits,TRUE
B117,Café con leche en cápsula*,4,NA,prefix_B_infusion_unmapped,FALSE
B073,Café en saquitos (ingresar cantidad de saquitos)*,1,NA,prefix_B_infusion_unmapped,FALSE
B060,Café instantáneo (polvo o granulado con leche y azúcar para preparar)*,4,NA,prefix_B_infusion_unmapped,FALSE
B056,Café instantáneo descafeinado (polvo o granulado para preparar)*,4,NA,prefix_B_infusion_unmapped,FALSE
B057,Café instantáneo (polvo o granulado para preparar)*,4,NA,prefix_B_infusion_unmapped,FALSE
B059,Café molido en cápsula*,4,NA,prefix_B_infusion_unmapped,FALSE
B058,Café preparado a partir de grano molido (tipo café de filtro),1,NA,prefix_B_infusion_unmapped,FALSE
B063,Capucchino instantáneo (polvo o granulado para preparar)*,4,NA,prefix_B_other_unmapped,FALSE
B062,Capucchino instantáneo (polvo o granulado para preparar light)*,4,NA,prefix_B_other_unmapped,FALSE
B061,Capucchino preparado,4,NA,prefix_B_other_unmapped,FALSE
B127,"Infusión de hierbas en hebras tipo Boldo, Manzanilla, otros (ingresar cantidad en",1,NA,prefix_B_infusion_unmapped,FALSE
B068,"Infusión de hierbas en saquitos tipo Boldo, Manzanilla, otros (ingresar cantidad de",1,NA,prefix_B_infusion_unmapped,FALSE
B065,Mate cocido en saquitos (ingresar cantidad de saquitos)*,1,NA,prefix_B_infusion_unmapped,FALSE
B130,Malta instantánea polvo*,4,NA,prefix_B_other_unmapped,FALSE
B076,Té blanco en hebras (ingresar cantidad en gramos)*,1,NA,prefix_B_infusion_unmapped,FALSE
B075,Té blanco en saquitos (ingresar cantidad de saquitos)*,1,NA,prefix_B_infusion_unmapped,FALSE
B071,Té negro en hebras (ingresar cantidad en gramos)*,1,NA,prefix_B_infusion_unmapped,FALSE
B066,Té negro en saquitos (ingresar cantidad de saquitos)*,1,NA,prefix_B_infusion_unmapped,FALSE
B077,"Té saborizado en saquitos, varios sabores (ingresar cantidad de saquitos)*",4,NA,prefix_B_infusion_unmapped,FALSE
B132,Té concentrado de hierbas Herbalife,4,NA,prefix_B_infusion_unmapped,FALSE
B067,Té verde en saquitos (ingresar cantidad de saquitos)*,1,NA,prefix_B_infusion_unmapped,FALSE
B064,Yerba mate para mate cebado (ingresar cantidad en gramos)*,1,NA,prefix_B_infusion_unmapped,FALSE
B070,Yerba mate para mate cocido (ingresar cantidad en gramos)*,1,NA,prefix_B_infusion_unmapped,FALSE
B074,Yerba mate para tereré (ingresar cantidad en gramos)*,1,NA,prefix_B_infusion_unmapped,FALSE
R053,"McDonald's, BigMc (ingresar cantidad de porciones)",4,NA,prefix_R_unmapped,FALSE
R046,"McDonald's, Cajita Feliz, Hamburguesa con queso Grill (ingresar cantidad de",4,Beef,prefix_R_beef_preparation,TRUE
R045,"McDonald's, Cajita Feliz, Hamburguesa Grill (ingresar cantidad de porciones)",4,Beef,prefix_R_beef_preparation,TRUE
R043,"s, Cajita Feliz, Mc Tostado (ingresar cantidad de porciones)",3,NA,prefix_R_unmapped,FALSE
R040,"s, Cajita Feliz, Mc Nuggets X4 (ingresar cantidad de porciones)",4,NA,prefix_R_unmapped,FALSE
R041,"s, Cajita Feliz, Papas Kids (ingresar cantidad de porciones)",3,NA,prefix_R_unmapped,FALSE
R042,"s, Cajita Feliz, Papas pequeñas (ingresar cantidad de porciones)",3,NA,prefix_R_unmapped,FALSE
R044,"s, Cajita Feliz, Tomate cherry 50g (ingresar cantidad de porciones)",3,NA,prefix_R_unmapped,FALSE
R054,"s, Club House (ingresar cantidad de porciones)",3,NA,prefix_R_unmapped,FALSE
R058,"s, Clubhouse/Guacamole/Cryspi Onion BBQ con pollo crispy (ingresar",3,Poultry,prefix_R_poultry,TRUE
R059,"s, Clubhouse/Guacamole/Cryspi Onion BBQ con pollo grill (ingresar",3,Poultry,prefix_R_poultry,TRUE
R064,"s, Cono (ingresar cantidad de porciones)",3,NA,prefix_R_unmapped,FALSE
R052,"s, Cuarto de Libra (ingresar cantidad de porciones)",3,NA,prefix_R_unmapped,FALSE
R049,"s, Doble Cuarto de Libra con queso (ingresar cantidad de porciones)",3,NA,prefix_R_unmapped,FALSE
R047,"s, Hamburguesa (ingresar cantidad de porciones)",3,Beef,prefix_R_beef_preparation,TRUE
R048,"s, Hamburguesa con queso (ingresar cantidad de porciones)",3,Beef,prefix_R_beef_preparation,TRUE
R050,"s, Mcnífica (ingresar cantidad de porciones)",3,NA,prefix_R_unmapped,FALSE
R056,"s, McNuggets x 10 (ingresar cantidad de porciones)",4,NA,prefix_R_unmapped,FALSE
R057,"s, McPollo Grill (ingresar cantidad de porciones)",3,Poultry,prefix_R_poultry,TRUE
R063,"s, Papas grandes (ingresar cantidad de porciones)",3,NA,prefix_R_unmapped,FALSE
R062,"s, Papas medianas (ingresar cantidad de porciones)",3,NA,prefix_R_unmapped,FALSE
R061,"s, Papas pequeñas (ingresar cantidad de porciones)",3,NA,prefix_R_unmapped,FALSE
R060,"s, Pollo Jr. (ingresar cantidad de porciones)",3,Poultry,prefix_R_poultry,TRUE
R065,"s, Sundae chocolate (ingresar cantidad de porciones)",4,NA,prefix_R_unmapped,FALSE
R066,"s, Sundae dulce de leche (ingresar cantidad de porciones)",4,NA,prefix_R_unmapped,FALSE
R068,"s, Mc Flurry Oreo (ingresar cantidad de porciones)",3,NA,prefix_R_unmapped,FALSE
R067,"s, Sundae frutilla (ingresar cantidad de porciones)",3,NA,prefix_R_unmapped,FALSE
R051,"s, Triple Mac (ingresar cantidad de porciones)",3,NA,prefix_R_unmapped,FALSE
