codigo,descripcion,NOVA,env_group_arrieta,env_group_comparable,env_group_extended,mapping_level,extra_rule
V001,Acelga,1,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V050,"Acelga, congelada",3,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V073,"Acelga, pencas",1,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V002,Achicoria,1,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V081,Ají en conserva,3,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V077,Ají Locoto,1,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V003,Ají rojo / morrón rojo,1,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V004,Ají verde o amarillo / morrón verde o amarillo,1,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V065,Ajo,1,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V071,Albahaca,1,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V069,"Alcaparras, encurtido",3,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V005,Alcaucil,1,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V006,Apio,1,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V051,"Arveja, congelada",3,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V008,"Arveja, enlatada",3,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V007,"Arveja, fresca",1,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V010,Berenjena,1,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V011,Berro,1,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V012,Brócoli,1,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V013,Brotes de soja,1,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V075,Brotes de tacuara (bambú) en escabeche,3,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V082,Caldo de verduras colado,4,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V014,Cebolla,1,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V052,Cebolla de verdeo,1,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V074,"Champignones, enlatados",3,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V076,"Champignones, frescos",1,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V053,"Chaucha, congelada",3,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V016,"Chaucha, fresca",1,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V078,Chuchu o chayote,1,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V015,Coliflor,1,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V020,Escarola,1,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V021,Espárrago,1,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V022,Espinaca,1,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V023,Habas,1,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V054,Hakusai o col china,1,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V024,Hinojo,1,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V083,Hojas de parra,1,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V026,"Hongos, enlatados",3,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V025,"Hongos, frescos",1,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V080,"Hongos, secos",1,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V055,"Jardinera, congelada",3,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V056,"Jardinera, enlatada",3,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V066,Jengibre,1,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V057,Kale,1,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V027,Lechuga,1,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V028,Mandioca,1,Starchy vegetables,Starchy vegetables,Starchy vegetables,base_arrieta,none
V072,Medallones de verdura congelados industrializados,4,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V029,"Palmitos, enlatados",3,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V031,Pepino,1,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V067,Perejil,1,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V070,"Pickles, en vinagre",3,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V062,"Prefritos congelados, croquetas de vegetales (espinaca, brócoli)",4,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V063,"Prefritos congelados, milanesas de vegetales (4 vegetales, espinaca)",4,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V064,"Prefritos congelados, patitas de vegetales (espinaca)",4,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V032,Puerro,1,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V033,Rabanito,1,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V034,Radicheta,1,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V035,Remolacha,1,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V036,Repollito de Bruselas,1,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V037,Repollo,1,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V058,Rúcula,1,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V038,Tomate,1,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V068,"Tomate, desecado",3,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V039,"Tomate, enlatado",3,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V060,"Tomate, puré de tomate",3,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V059,Tomate cherry,1,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V079,Verdolaga,1,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V040,Zanahoria,1,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V041,Zapallito,1,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V042,Zapallo,1,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V084,"Zapallo / calabaza, puré instantáneo (polvo)*",4,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
V061,Zucchini,1,Vegetables (outdoor),Vegetables (outdoor),Vegetables (outdoor),base_arrieta,none
F050,Aceituna negra,3,Fruits,Fruits,Fruits,base_arrieta,none
F001,Aceituna verde,3,Fruits,Fruits,Fruits,base_arrieta,none
F069,"Alimento a base de coco (leche de coco, industrializada)",4,Fruits,Fruits,Fruits,base_arrieta,none
F044,Acerola,1,Fruits,Fruits,Fruits,base_arrieta,none
F003,Ananá,1,Fruits,Fruits,Fruits,base_arrieta,none
F004,"Ananá, enlatado (fruta y almíbar)",3,Fruits,Fruits,Fruits,base_arrieta,none
F071,Ananá glaseado,4,Fruits,Fruits,Fruits,base_arrieta,none
F060,Arándanos,1,Fruits,Fruits,Fruits,base_arrieta,none
F006,Banana,1,Fruits,Fruits,Fruits,base_arrieta,none
F067,Banana deshidratada,1,Fruits,Fruits,Fruits,base_arrieta,none
F045,Cayota o Alcayota,1,Fruits,Fruits,Fruits,base_arrieta,none
F007,Cereza,1,Fruits,Fruits,Fruits,base_arrieta,none
F009,Ciruela pasa / ciruela seca,3,Fruits,Fruits,Fruits,base_arrieta,none
F008,Ciruela,1,Fruits,Fruits,Fruits,base_arrieta,none
F046,Coco fresco,1,Fruits,Fruits,Fruits,base_arrieta,none
F066,"Coco, leche",1,Fruits,Fruits,Fruits,base_arrieta,none
F051,Coco rallado,3,Fruits,Fruits,Fruits,base_arrieta,none
F052,"Coctail de frutas, enlatado (fruta y almíbar)",4,Fruits,Fruits,Fruits,base_arrieta,none
F010,Damasco,1,Fruits,Fruits,Fruits,base_arrieta,none
F061,Dátiles,3,Fruits,Fruits,Fruits,base_arrieta,none
F013,"Durazno, enlatado light (fruta y almíbar)",4,Fruits,Fruits,Fruits,base_arrieta,none
F012,"Durazno, enlatado (fruta y almíbar)",3,Fruits,Fruits,Fruits,base_arrieta,none
F011,Durazno,1,Fruits,Fruits,Fruits,base_arrieta,none
F014,Durazno orejón,3,Fruits,Fruits,Fruits,base_arrieta,none
F064,Frambuesa,1,Fruits,Fruits,Fruits,base_arrieta,none
F065,Frutas abrillantadas,4,Fruits,Fruits,Fruits,base_arrieta,none
F015,Frutilla,1,Fruits,Fruits,Fruits,base_arrieta,none
F016,Granada,1,Fruits,Fruits,Fruits,base_arrieta,none
F053,Guabirova,1,Fruits,Fruits,Fruits,base_arrieta,none
F017,Guayaba,1,Fruits,Fruits,Fruits,base_arrieta,none
F054,Higo desecado,3,Fruits,Fruits,Fruits,base_arrieta,none
F018,Higo,1,Fruits,Fruits,Fruits,base_arrieta,none
F019,Kaki,1,Fruits,Fruits,Fruits,base_arrieta,none
F020,Kinoto,1,Fruits,Fruits,Fruits,base_arrieta,none
F021,Kiwi,1,Fruits,Fruits,Fruits,base_arrieta,none
F022,Limón,1,Fruits,Fruits,Fruits,base_arrieta,none
F059,"Limón, ralladura",1,Fruits,Fruits,Fruits,base_arrieta,none
F023,Mamón,1,Fruits,Fruits,Fruits,base_arrieta,none
F024,Mandarina,1,Fruits,Fruits,Fruits,base_arrieta,none
F025,Mango,1,Fruits,Fruits,Fruits,base_arrieta,none
F027,Manzana con piel,1,Fruits,Fruits,Fruits,base_arrieta,none
F028,Manzana sin piel,1,Fruits,Fruits,Fruits,base_arrieta,none
F070,Maracuyá,1,Fruits,Fruits,Fruits,base_arrieta,none
F029,Melón,1,Fruits,Fruits,Fruits,base_arrieta,none
F030,Membrillo,1,Fruits,Fruits,Fruits,base_arrieta,none
F055,Mora,1,Fruits,Fruits,Fruits,base_arrieta,none
F031,Naranja,1,Fruits,Fruits,Fruits,base_arrieta,none
F062,"Naranja, ralladura",1,Fruits,Fruits,Fruits,base_arrieta,none
F032,Níspero,1,Fruits,Fruits,Fruits,base_arrieta,none
F034,Palta,1,Fruits,Fruits,Fruits,base_arrieta,none
F063,Papaya,1,Fruits,Fruits,Fruits,base_arrieta,none
F036,Pera,1,Fruits,Fruits,Fruits,base_arrieta,none
F037,"Pera, enlatada (fruta y almíbar)",3,Fruits,Fruits,Fruits,base_arrieta,none
F038,"Pera, enlatada light (fruta y almíbar)",4,Fruits,Fruits,Fruits,base_arrieta,none
F039,Pera orejón,3,Fruits,Fruits,Fruits,base_arrieta,none
F056,Pitanga,1,Fruits,Fruits,Fruits,base_arrieta,none
F041,Pomelo,1,Fruits,Fruits,Fruits,base_arrieta,none
F057,Puré de frutas envasado (alimento infantil),4,Fruits,Fruits,Fruits,base_arrieta,none
F042,Sandía,1,Fruits,Fruits,Fruits,base_arrieta,none
F058,Tuna,1,Fruits,Fruits,Fruits,base_arrieta,none
F043,Uva,1,Fruits,Fruits,Fruits,base_arrieta,none
F035,Uva pasa,3,Fruits,Fruits,Fruits,base_arrieta,none
A001,Almidón de maíz,2,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A193,Almidón de mandioca,2,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A002,Amaranto,1,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A101,Anchi,3,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A003,Arroz blanco,1,Rice,Rice,Rice,base_arrieta,none
A191,Arroz inflado azucarado,4,Rice,Rice,Rice,base_arrieta,none
A004,Arroz integral,1,Rice,Rice,Rice,base_arrieta,none
A102,Arroz yamaní,1,Rice,Rice,Rice,base_arrieta,none
A103,"(tipo cuatro quesos, primavera, etc.)",3,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A255,"Arroz a la portuguesa (envasado, fortificado con vitaminas y minerales)",4,Rice,Rice,Rice,base_arrieta,none
A257,"Arroz a la valenciana (envasado, fortificado con vitaminas y minerales)",4,Rice,Rice,Rice,base_arrieta,none
A006,"Arveja, semilla seca entera / partida",1,Legumes and pulses,Legumes and pulses,Legumes and pulses,base_arrieta,none
A005,"Avena, arrollada",1,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A104,"Avena, almohaditas",4,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A105,Barra crocante de arroz,4,Rice,Rice,Rice,base_arrieta,none
A106,Barra de cereal fortificada,4,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A107,Barra de cereal light,4,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A008,"Barra de cereales, PROMEDIO",4,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A073,Batata,3,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A108,Bizcochitos de grasa envasados,2,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A109,Bizcochitos de grasa envasados light,4,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A110,Bizcochitos de arroz envasados (tipo galletita),4,Rice,Rice,Rice,base_arrieta,none
A009,"Bizcochos de grasa (panadería) / Criollitos, Libritos (pan con grasa)",2,Baked products,Baked products,Baked products,base_arrieta,none
A010,Bizcochos tipo Bay Biscuit,3,Baked products,Baked products,Baked products,base_arrieta,none
A229,Bizcochuelo preparado (panadería),4,Baked products,Baked products,Baked products,base_arrieta,none
A111,Bizcochuelo preparado a partir de polvo premezcla,4,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A112,"Bizcochuelo preparado a partir de polvo premezcla, SIN TACC",4,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A113,Bollitos de anís,3,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A236,Brownie (panadería),3,Baked products,Baked products,Baked products,base_arrieta,none
A114,Budín industrializado,4,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A234,"Budín industrializado con nueces, tipo navideño",4,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A115,"Capelettis / capelettinis deshidratados, envasados",4,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A011,"Capelettis frescos, artesanal",3,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A074,"Cereal desayuno, aritos frutales",4,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A182,"Cereal desayuno, aritos sabor miel",4,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A194,"Cereal desayuno, bolitas de chocolate",4,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A075,"Cereal desayuno, copos de maíz sin azúcar, sin fortificar",4,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A116,Cereal infantil para papilla,4,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A248,Cheesecake (panadería / confitería),3,Baked products,Baked products,Baked products,base_arrieta,none
A013,Chipá,3,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A120,Chipá preparado a partir de polvo premezcla,4,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A216,"Chipaco o pan con chicharrón, comprado",3,Baked products,Baked products,Baked products,base_arrieta,none
A076,Choclo,1,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A176,"Choclo, congelado en grano",3,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A078,"Choclo, enlatado cremoso",3,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A077,"Choclo, enlatado en grano",3,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A014,Churros,3,Baked products,Baked products,Baked products,base_arrieta,none
A180,"Cereal desayuno, copos de cereal integral (arroz y maíz), fortificados",4,Rice,Rice,Rice,base_arrieta,none
A012,"Cereal desayuno, copos azucarados, sin fortificar",4,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A117,"Cereal desayuno, copos azucarados, fortificados",4,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A204,Coquitos (panadería),3,Baked products,Baked products,Baked products,base_arrieta,none
A118,Cous Cous,4,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A119,Cucurucho / cubanito,3,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A250,Empanaditas chinas (restaurant),3,Baked products,Baked products,Baked products,base_arrieta,none
A015,Facturas rellenas,3,Baked products,Baked products,Baked products,base_arrieta,none
A016,Facturas simples,3,Baked products,Baked products,Baked products,base_arrieta,none
A192,"Farofa tradicional, harina de mandioca condimentada, envasada lista para",2,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A207,"Fideos de arroz, SIN TACC",4,Rice,Rice,Rice,base_arrieta,none
A017,"Fideos frescos, al huevo",3,Pasta,Pasta,Pasta,base_arrieta,none
A018,Fideos secos,3,Pasta,Pasta,Pasta,base_arrieta,none
A121,"Fideos secos, fortificados",3,Pasta,Pasta,Pasta,base_arrieta,none
A122,Fideos secos integrales / fideos secos de sémola y harina de legumbres,2,Pasta,Pasta,Pasta,base_arrieta,none
A201,Frangollo (maíz seco pisado),3,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A064,Galleta de campo,4,Baked products,Baked products,Baked products,base_arrieta,none
A206,Galleta de grasa con chicharrón,4,Baked products,Baked products,Baked products,base_arrieta,none
A065,Galleta marinera,4,Baked products,Baked products,Baked products,base_arrieta,none
A188,Galleta marinera con semillas / galletitas crackers con semillas,4,Nuts and seeds,Nuts and seeds,Nuts and seeds,base_arrieta,none
A253,Galleta marinera integral,4,Baked products,Baked products,Baked products,base_arrieta,none
A203,"Galleta marinera, light en grasas",4,Baked products,Baked products,Baked products,base_arrieta,none
A019,Galletas de arroz,4,Rice,Rice,Rice,base_arrieta,none
A185,Galletas de arroz horneadas tipo snack varios sabores,4,Rice,Rice,Rice,base_arrieta,none
A123,Galletas de arroz sin sal,4,Rice,Rice,Rice,base_arrieta,none
A067,Galletitas integrales sin sal,4,Baked products,Baked products,Baked products,base_arrieta,none
A186,Galletitas dulces con centro de membrillo o similar (tipo Pepas),4,Baked products,Baked products,Baked products,base_arrieta,none
A181,Galletitas dulces con chips de chocolate,4,Baked products,Baked products,Baked products,base_arrieta,none
A220,Galletitas dulces hojaldradas,4,Baked products,Baked products,Baked products,base_arrieta,none
A023,Galletitas dulces rellenas,4,Baked products,Baked products,Baked products,base_arrieta,none
A211,Galletitas dulces rellenas bañadas en chocolate,4,Baked products,Baked products,Baked products,base_arrieta,none
A024,Galletitas dulces simples,4,Baked products,Baked products,Baked products,base_arrieta,none
A205,"Galletitas dulces sin azúcar agregada, con edulcorante (dietética)",4,Baked products,Baked products,Baked products,base_arrieta,none
A124,"Galletitas dulces, SIN TACC",4,Baked products,Baked products,Baked products,base_arrieta,none
A177,Galletitas dulces de almidón de maíz (tapita de alfajor),4,Baked products,Baked products,Baked products,base_arrieta,none
A125,Galletitas dulces tipo Frutigran,4,Baked products,Baked products,Baked products,base_arrieta,none
A068,Galletitas dulces obleas,4,Baked products,Baked products,Baked products,base_arrieta,none
A020,"Galletitas de agua, PROMEDIO",4,Baked products,Baked products,Baked products,base_arrieta,none
A066,Galletitas de agua sin sal,4,Baked products,Baked products,Baked products,base_arrieta,none
A258,Galletitas de agua sin sal con chía y lino,4,Baked products,Baked products,Baked products,base_arrieta,none
A127,Galletitas de agua con girasol alto oleico,4,Baked products,Baked products,Baked products,base_arrieta,none
A021,Galletitas de agua con grasa vacuna,4,Baked products,Baked products,Baked products,base_arrieta,none
A247,Galletitas de agua light,4,Baked products,Baked products,Baked products,base_arrieta,none
A022,Galletitas de salvado o integrales,4,Baked products,Baked products,Baked products,base_arrieta,none
A126,Galletitas tipo copetín,4,Baked products,Baked products,Baked products,base_arrieta,none
A198,Galletitas tipo talitas o fajitas,4,Baked products,Baked products,Baked products,base_arrieta,none
A254,Galletitas de vainilla con chips de chocolate (panadería),4,Baked products,Baked products,Baked products,base_arrieta,none
A025,Garbanzos,1,Legumes and pulses,Legumes and pulses,Legumes and pulses,base_arrieta,none
A128,"Garbanzos, enlatados",3,Legumes and pulses,Legumes and pulses,Legumes and pulses,base_arrieta,none
A129,Gérmen de trigo,3,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A026,Granola,3,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A069,Grisines,3,Baked products,Baked products,Baked products,base_arrieta,none
A130,Grisines sin sal,2,Baked products,Baked products,Baked products,base_arrieta,none
A244,"Guiso de lentejas (envasado, fortificado con vitaminas y minerales)",1,Legumes and pulses,Legumes and pulses,Legumes and pulses,base_arrieta,none
A260,Hamburguesa de quinoa envasada,4,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A175,Hamburguesa de soja congelada,4,Legumes and pulses,Legumes and pulses,Legumes and pulses,base_arrieta,none
A027,Harina de algarrobo,2,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A028,Harina de arroz,2,Rice,Rice,Rice,base_arrieta,none
A029,Harina de cebada,2,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A030,Harina de centeno,2,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A212,Harina de chía,2,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A131,Harina de garbanzos,1,Legumes and pulses,Legumes and pulses,Legumes and pulses,base_arrieta,none
A031,Harina de maíz,2,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A070,Harina de quinoa,2,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A032,Harina de soja,2,Legumes and pulses,Legumes and pulses,Legumes and pulses,base_arrieta,none
A033,Harina de trigo,2,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A202,Harina de trigo con levadura para pizza,4,Baked products,Baked products,Baked products,base_arrieta,none
A132,Harina de trigo fortificada,2,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A034,Harina de trigo integral,2,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A133,Harina leudante,4,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A035,Lentejas,1,Legumes and pulses,Legumes and pulses,Legumes and pulses,base_arrieta,none
A134,"Lentejas, enlatadas",3,Legumes and pulses,Legumes and pulses,Legumes and pulses,base_arrieta,none
A259,Milanesa de lentejas (dietética),1,Legumes and pulses,Legumes and pulses,Legumes and pulses,base_arrieta,none
A178,Levadura en polvo,2,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A179,Levadura fresca,2,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A135,Madalenas,4,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A187,Madalenas rellenas,4,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
A136,Madalenas fortificadas,4,Cereals (without rice),Cereals (without rice),Cereals (without rice),base_arrieta,none
