codigo,descripcion,NOVA,env_group_arrieta,env_group_comparable,env_group_extended,mapping_level,extra_rule
B054,Jugo congelado con azúcar en sachet,2,Fruits,Fruits,Fruits,base_arrieta,B_juice_to_fruits
B010,Jugo de fruta envasado varios sabores,4,Fruits,Fruits,Fruits,base_arrieta,B_juice_to_fruits
B011,"Jugo en polvo con azúcar, PROMEDIO*",4,Fruits,Fruits,Fruits,base_arrieta,B_juice_to_fruits
B053,Jugo en polvo con azúcar*,4,Fruits,Fruits,Fruits,base_arrieta,B_juice_to_fruits
B014,Jugo concentrado con azúcar para diluir*,4,Fruits,Fruits,Fruits,base_arrieta,B_juice_to_fruits
B038,"Powerade, varios sabores",4,NA,NA,AGB_boissons_sans_alcool,extra_agribalyse,B_other_to_agb_non_alcohol
B049,"Agua saborizada H2O, varios sabores",4,NA,NA,AGB_eaux,extra_agribalyse,B_water_to_agb_eaux
B051,Agua saborizada Flip light,4,NA,NA,AGB_eaux,extra_agribalyse,B_water_to_agb_eaux
B048,"Agua saborizada Levité Cero, varios sabores light",4,NA,NA,AGB_eaux,extra_agribalyse,B_water_to_agb_eaux
B031,"Agua saborizada light, PROMEDIO",4,NA,NA,AGB_eaux,extra_agribalyse,B_water_to_agb_eaux
B050,Agua saborizada We o Ser ligth,4,NA,NA,AGB_eaux,extra_agribalyse,B_water_to_agb_eaux
B002,Amargo serrano light*,4,NA,NA,AGB_boissons_sans_alcool,extra_agribalyse,B_other_to_agb_non_alcohol
B009,"Gaseosa light, PROMEDIO",4,NA,NA,AGB_boissons_sans_alcool,extra_agribalyse,B_other_to_agb_non_alcohol
B112,"Gaseosa light, Guaraná",4,NA,NA,AGB_boissons_sans_alcool,extra_agribalyse,B_other_to_agb_non_alcohol
B026,"Gaseosa light, sabor cola",4,NA,NA,AGB_boissons_sans_alcool,extra_agribalyse,B_other_to_agb_non_alcohol
B027,"Gaseosa light, sabor lima limón",4,Fruits,Fruits,Fruits,base_arrieta,B_other_to_agb_non_alcohol
B028,"Gaseosa light, sabor naranja",4,Fruits,Fruits,Fruits,base_arrieta,B_other_to_agb_non_alcohol
B029,"Gaseosa light, sabor pomelo",4,Fruits,Fruits,Fruits,base_arrieta,B_other_to_agb_non_alcohol
B039,"Gatorade Zero, varios sabores (sin azúcar)",4,NA,NA,AGB_boissons_sans_alcool,extra_agribalyse,B_other_to_agb_non_alcohol
B131,Granadina Zero (sin azúcar),4,NA,NA,AGB_boissons_sans_alcool,extra_agribalyse,B_other_to_agb_non_alcohol
B052,Jugo en polvo BC*,4,Fruits,Fruits,Fruits,base_arrieta,B_juice_to_fruits
B012,Jugo en polvo light*,4,Fruits,Fruits,Fruits,base_arrieta,B_juice_to_fruits
B121,de jugo y pulpa),4,Fruits,Fruits,Fruits,base_arrieta,B_juice_to_fruits
B118,Jugo concentrado para diluir light*,4,Fruits,Fruits,Fruits,base_arrieta,B_juice_to_fruits
B040,"Powerade Zero, varios sabores (sin azúcar)",4,NA,NA,AGB_boissons_sans_alcool,extra_agribalyse,B_other_to_agb_non_alcohol
B129,Ananá Fizz,4,NA,NA,AGB_boissons_sans_alcool,extra_agribalyse,B_other_to_agb_non_alcohol
B119,"Aperitivo, tipo Gancia",3,NA,NA,AGB_boisson_alcoolisees,extra_agribalyse,B_alcohol_to_agb_alcohol
B005,"Bebidas destiladas, PROMEDIO",4,NA,NA,AGB_boissons_sans_alcool,extra_agribalyse,B_other_to_agb_non_alcohol
B041,Bebida energizante,4,NA,NA,AGB_boissons_sans_alcool,extra_agribalyse,B_other_to_agb_non_alcohol
B113,"Bebida mezcla de fernet con gaseosa sabor cola, lista para consumir",4,NA,NA,AGB_boisson_alcoolisees,extra_agribalyse,B_alcohol_to_agb_alcohol
B006,Cerveza con alcohol,3,NA,NA,AGB_boisson_alcoolisees,extra_agribalyse,B_alcohol_to_agb_alcohol
B007,Cerveza sin alcohol,3,NA,NA,AGB_boisson_alcoolisees,extra_agribalyse,B_alcohol_to_agb_alcohol
B042,Champagne,3,NA,Wine_OWID,Wine_OWID,extra_comparable,B_wine_to_owid_wine
B128,"Chicha, bebida tradicional obtenida por fermentación del maíz",4,NA,NA,AGB_boissons_sans_alcool,extra_agribalyse,B_other_to_agb_non_alcohol
B115,Dr. Lemon,4,NA,NA,AGB_boissons_sans_alcool,extra_agribalyse,B_other_to_agb_non_alcohol
B043,Fernet,3,NA,NA,AGB_boisson_alcoolisees,extra_agribalyse,B_alcohol_to_agb_alcohol
B013,"Licor, PROMEDIO",3,NA,NA,AGB_boisson_alcoolisees,extra_agribalyse,B_alcohol_to_agb_alcohol
B015,Sidra,3,NA,Wine_OWID,Wine_OWID,extra_comparable,B_wine_to_owid_wine
B016,Vermouth,4,NA,Wine_OWID,Wine_OWID,extra_comparable,B_wine_to_owid_wine
B017,Vino blanco,3,Fruits,Fruits,Fruits,base_arrieta,B_wine_to_owid_wine
B120,"Vino espumante, tipo Frizze",3,Fruits,Fruits,Fruits,base_arrieta,B_wine_to_owid_wine
B122,Vino Mistela,3,Fruits,Fruits,Fruits,base_arrieta,B_wine_to_owid_wine
B123,Vino rosado,3,Fruits,Fruits,Fruits,base_arrieta,B_wine_to_owid_wine
B072,Vino tinto,3,Fruits,Fruits,Fruits,base_arrieta,B_wine_to_owid_wine
B125,Vodka,3,NA,NA,AGB_boisson_alcoolisees,extra_agribalyse,B_alcohol_to_agb_alcohol
B111,Agua con gas / soda,1,NA,NA,AGB_eaux,extra_agribalyse,B_water_to_agb_eaux
B126,Agua de mar,1,NA,NA,AGB_eaux,extra_agribalyse,B_water_to_agb_eaux
B109,"Agua de lluvia, río, canal, arroyo o acequia",1,NA,NA,AGB_eaux,extra_agribalyse,B_water_to_agb_eaux
B110,"Agua de lluvia, río, canal, arroyo o acequia, hervida y/o con lavandina",1,NA,NA,AGB_eaux,extra_agribalyse,B_water_to_agb_eaux
B105,Agua de perforación con bomba,1,NA,NA,AGB_eaux,extra_agribalyse,B_water_to_agb_eaux
B106,"Agua de perforación con bomba, hervida y/o con lavandina",1,NA,NA,AGB_eaux,extra_agribalyse,B_water_to_agb_eaux
B107,Agua de pozo,1,NA,NA,AGB_eaux,extra_agribalyse,B_water_to_agb_eaux
B108,"Agua de pozo, hervida y/o con lavandina",1,NA,NA,AGB_eaux,extra_agribalyse,B_water_to_agb_eaux
B101,"Agua de red pública o agua corriente, dentro del hogar",1,NA,NA,AGB_eaux,extra_agribalyse,B_water_to_agb_eaux
B102,"Agua de red pública o agua corriente, filtrada (filtro o dispenser de agua)",1,NA,NA,AGB_eaux,extra_agribalyse,B_water_to_agb_eaux
B103,Agua embotellada (bidón / botella),1,NA,NA,AGB_eaux,extra_agribalyse,B_water_to_agb_eaux
B104,"Agua embotellada (bidón / botella), bajo contenido de sodio",1,NA,NA,AGB_eaux,extra_agribalyse,B_water_to_agb_eaux
B100,Agua origen desconocido,1,NA,NA,AGB_eaux,extra_agribalyse,B_water_to_agb_eaux
B114,Hielo para bebidas,4,NA,NA,AGB_boissons_sans_alcool,extra_agribalyse,B_other_to_agb_non_alcohol
B078,Jugo de arándanos y chía,4,Fruits,Fruits,Fruits,base_arrieta,B_juice_to_fruits
B124,"Jugo de arándanos, natural",1,Fruits,Fruits,Fruits,base_arrieta,B_juice_to_fruits
B032,"Jugo de fruta, exprimido sin azúcar agregada, envasado",2,Fruits,Fruits,Fruits,base_arrieta,B_juice_to_fruits
B033,"Jugo de fruta, pasteurizado no reconstituido",4,Fruits,Fruits,Fruits,base_arrieta,B_juice_to_fruits
B034,"Jugo de limón, exprimido",4,Fruits,Fruits,Fruits,base_arrieta,B_juice_to_fruits
B035,"Jugo de naranja, exprimido",4,Fruits,Fruits,Fruits,base_arrieta,B_juice_to_fruits
B116,"Jugo de papaya, natural",1,Fruits,Fruits,Fruits,base_arrieta,B_juice_to_fruits
B036,"Jugo de pomelo, exprimido",4,Fruits,Fruits,Fruits,base_arrieta,B_juice_to_fruits
B117,Café con leche en cápsula*,4,NA,Coffee_OWID,Coffee_OWID,extra_comparable,B_coffee_to_owid_coffee
B073,Café en saquitos (ingresar cantidad de saquitos)*,1,NA,Coffee_OWID,Coffee_OWID,extra_comparable,B_coffee_to_owid_coffee
B060,Café instantáneo (polvo o granulado con leche y azúcar para preparar)*,4,NA,Coffee_OWID,Coffee_OWID,extra_comparable,B_coffee_to_owid_coffee
B056,Café instantáneo descafeinado (polvo o granulado para preparar)*,4,NA,Coffee_OWID,Coffee_OWID,extra_comparable,B_coffee_to_owid_coffee
B057,Café instantáneo (polvo o granulado para preparar)*,4,NA,Coffee_OWID,Coffee_OWID,extra_comparable,B_coffee_to_owid_coffee
B059,Café molido en cápsula*,4,NA,Coffee_OWID,Coffee_OWID,extra_comparable,B_coffee_to_owid_coffee
B058,Café preparado a partir de grano molido (tipo café de filtro),1,NA,Coffee_OWID,Coffee_OWID,extra_comparable,B_coffee_to_owid_coffee
B063,Capucchino instantáneo (polvo o granulado para preparar)*,4,NA,NA,AGB_boissons_sans_alcool,extra_agribalyse,B_other_to_agb_non_alcohol
B062,Capucchino instantáneo (polvo o granulado para preparar light)*,4,NA,NA,AGB_boissons_sans_alcool,extra_agribalyse,B_other_to_agb_non_alcohol
B061,Capucchino preparado,4,NA,NA,AGB_boissons_sans_alcool,extra_agribalyse,B_other_to_agb_non_alcohol
B127,"Infusión de hierbas en hebras tipo Boldo, Manzanilla, otros (ingresar cantidad en",1,NA,NA,AGB_boissons_sans_alcool,extra_agribalyse,B_other_to_agb_non_alcohol
B068,"Infusión de hierbas en saquitos tipo Boldo, Manzanilla, otros (ingresar cantidad de",1,NA,NA,AGB_boissons_sans_alcool,extra_agribalyse,B_other_to_agb_non_alcohol
B065,Mate cocido en saquitos (ingresar cantidad de saquitos)*,1,NA,NA,AGB_boissons_sans_alcool,extra_agribalyse,B_other_to_agb_non_alcohol
B130,Malta instantánea polvo*,4,NA,NA,AGB_boissons_sans_alcool,extra_agribalyse,B_other_to_agb_non_alcohol
B076,Té blanco en hebras (ingresar cantidad en gramos)*,1,NA,NA,AGB_boissons_sans_alcool,extra_agribalyse,B_other_to_agb_non_alcohol
B075,Té blanco en saquitos (ingresar cantidad de saquitos)*,1,NA,NA,AGB_boissons_sans_alcool,extra_agribalyse,B_other_to_agb_non_alcohol
B071,Té negro en hebras (ingresar cantidad en gramos)*,1,NA,NA,AGB_boissons_sans_alcool,extra_agribalyse,B_other_to_agb_non_alcohol
B066,Té negro en saquitos (ingresar cantidad de saquitos)*,1,NA,NA,AGB_boissons_sans_alcool,extra_agribalyse,B_other_to_agb_non_alcohol
B077,"Té saborizado en saquitos, varios sabores (ingresar cantidad de saquitos)*",4,NA,NA,AGB_boissons_sans_alcool,extra_agribalyse,B_other_to_agb_non_alcohol
B132,Té concentrado de hierbas Herbalife,4,NA,NA,AGB_boissons_sans_alcool,extra_agribalyse,B_other_to_agb_non_alcohol
B067,Té verde en saquitos (ingresar cantidad de saquitos)*,1,NA,NA,AGB_boissons_sans_alcool,extra_agribalyse,B_other_to_agb_non_alcohol
B064,Yerba mate para mate cebado (ingresar cantidad en gramos)*,1,NA,NA,AGB_boissons_sans_alcool,extra_agribalyse,B_other_to_agb_non_alcohol
B070,Yerba mate para mate cocido (ingresar cantidad en gramos)*,1,NA,NA,AGB_boissons_sans_alcool,extra_agribalyse,B_other_to_agb_non_alcohol
B074,Yerba mate para tereré (ingresar cantidad en gramos)*,1,NA,NA,AGB_boissons_sans_alcool,extra_agribalyse,B_other_to_agb_non_alcohol
R053,"McDonald's, BigMc (ingresar cantidad de porciones)",4,NA,NA,NA,unmapped,R_other_unmapped
R046,"McDonald's, Cajita Feliz, Hamburguesa con queso Grill (ingresar cantidad de",4,Beef,Beef,Beef,base_arrieta,R_beef_preparation
R045,"McDonald's, Cajita Feliz, Hamburguesa Grill (ingresar cantidad de porciones)",4,Beef,Beef,Beef,base_arrieta,R_beef_preparation
R043,"s, Cajita Feliz, Mc Tostado (ingresar cantidad de porciones)",3,NA,NA,NA,unmapped,R_other_unmapped
R040,"s, Cajita Feliz, Mc Nuggets X4 (ingresar cantidad de porciones)",4,NA,NA,NA,unmapped,R_other_unmapped
R041,"s, Cajita Feliz, Papas Kids (ingresar cantidad de porciones)",3,NA,NA,NA,unmapped,R_other_unmapped
R042,"s, Cajita Feliz, Papas pequeñas (ingresar cantidad de porciones)",3,NA,NA,NA,unmapped,R_other_unmapped
R044,"s, Cajita Feliz, Tomate cherry 50g (ingresar cantidad de porciones)",3,NA,NA,NA,unmapped,R_other_unmapped
R054,"s, Club House (ingresar cantidad de porciones)",3,NA,NA,NA,unmapped,R_other_unmapped
R058,"s, Clubhouse/Guacamole/Cryspi Onion BBQ con pollo crispy (ingresar",3,Poultry,Poultry,Poultry,base_arrieta,R_poultry
R059,"s, Clubhouse/Guacamole/Cryspi Onion BBQ con pollo grill (ingresar",3,Poultry,Poultry,Poultry,base_arrieta,R_poultry
R064,"s, Cono (ingresar cantidad de porciones)",3,NA,NA,NA,unmapped,R_other_unmapped
R052,"s, Cuarto de Libra (ingresar cantidad de porciones)",3,NA,NA,NA,unmapped,R_other_unmapped
R049,"s, Doble Cuarto de Libra con queso (ingresar cantidad de porciones)",3,NA,NA,NA,unmapped,R_other_unmapped
R047,"s, Hamburguesa (ingresar cantidad de porciones)",3,Beef,Beef,Beef,base_arrieta,R_beef_preparation
R048,"s, Hamburguesa con queso (ingresar cantidad de porciones)",3,Beef,Beef,Beef,base_arrieta,R_beef_preparation
R050,"s, Mcnífica (ingresar cantidad de porciones)",3,NA,NA,NA,unmapped,R_other_unmapped
R056,"s, McNuggets x 10 (ingresar cantidad de porciones)",4,NA,NA,NA,unmapped,R_other_unmapped
R057,"s, McPollo Grill (ingresar cantidad de porciones)",3,Poultry,Poultry,Poultry,base_arrieta,R_poultry
R063,"s, Papas grandes (ingresar cantidad de porciones)",3,NA,NA,NA,unmapped,R_other_unmapped
R062,"s, Papas medianas (ingresar cantidad de porciones)",3,NA,NA,NA,unmapped,R_other_unmapped
R061,"s, Papas pequeñas (ingresar cantidad de porciones)",3,NA,NA,NA,unmapped,R_other_unmapped
R060,"s, Pollo Jr. (ingresar cantidad de porciones)",3,Poultry,Poultry,Poultry,base_arrieta,R_poultry
R065,"s, Sundae chocolate (ingresar cantidad de porciones)",4,NA,NA,NA,unmapped,R_other_unmapped
R066,"s, Sundae dulce de leche (ingresar cantidad de porciones)",4,NA,NA,NA,unmapped,R_other_unmapped
R068,"s, Mc Flurry Oreo (ingresar cantidad de porciones)",3,NA,NA,NA,unmapped,R_other_unmapped
R067,"s, Sundae frutilla (ingresar cantidad de porciones)",3,NA,NA,NA,unmapped,R_other_unmapped
R051,"s, Triple Mac (ingresar cantidad de porciones)",3,NA,NA,NA,unmapped,R_other_unmapped
